Date,Plant,Production for the Day,Accumulative Production
2026-02-11,SUL,0.000,0.000
2026-02-11,KABAD,0.000,282.000
2026-02-11,AMG,250.500,1975.500
2026-02-11,MUTLAA,370.000,2013.000
2026-02-11,M.A (C),244.000,1525.500
2026-02-11,M.A (G),218.500,1128.000
