Date,Plant,Production for the Day,Accumulative Production
2026-01-26,SUL,0.000," ,"
2026-01-26,KABAD,0.000,288
2026-01-26,AMG,318.500,6801
2026-01-26,MUTLAA,376.500,8632
2026-01-26,M.A (C),450.000,7632.5
2026-01-26,M.A (G),171.500,6626
