Date,Plant,Production for the Day,Accumulative Production
2026-01-03,SUL,0.000," ,"
2026-01-03,KABAD,0,0
2026-01-03,AMG,470,470
2026-01-03,MUTLAA,546.5,546.5
2026-01-03,M.A (C),538.5,538.5
2026-01-03,M.A (G),421,421
