Date,Plant,Production for the Day,Accumulative Production
2026-03-18,SUL,0,0.000
2026-03-18,KABAD,0,0.000
2026-03-18,AMG,0,330.000
2026-03-18,MUTLAA,0,543.000
2026-03-18,M.A (C),55,788.500
2026-03-18,M.A (G),70,741.000
