Date,Plant,Production for the Day,Accumulative Production
2025-11-01,SUL,0.0,0.0
2025-11-01,KABAD,0.0,0.0
2025-11-01,AMG,429.0,429.0
2025-11-01,MUTLAA,257.5,257.5
2025-11-01,M.A (C),477.5,477.5
2025-11-01,M.A (G),380.0,380.0
