Date,Plant,Production for the Day,Accumulative Production
2025-12-12,SUL,0," ,"
2025-12-12,KABAD,0,176
2025-12-12,AMG,792,3703.5
2025-12-12,MUTLAA,432,4166
2025-12-12,M.A (C),440,3863.5
2025-12-12,M.A (G),440,2460.5
