Date,Plant,Production for the Day,Accumulative Production
2026-02-07,SUL,0,0.000
2026-02-07,KABAD,0,282.000
2026-02-07,AMG,0,1255.500
2026-02-07,MUTLAA,35,1358.000
2026-02-07,M.A (C),61,896.500
2026-02-07,M.A (G),41,569.500
