Date,Plant,Production for the Day,Accumulative Production
2025-12-06,SUL,0.000," ,"
2025-12-06,KABAD,0.000,0
2025-12-06,AMG,424.500,1997
2025-12-06,MUTLAA,435.500,2810.5
2025-12-06,M.A (C),377.500,1833
2025-12-06,M.A (G),327.500,1804.5
