Date,Plant,Production for the Day,Accumulative Production
2026-03-12,SUL,0,0.000
2026-03-12,KABAD,0,0.000
2026-03-12,AMG,0,328.000
2026-03-12,MUTLAA,71,409.000
2026-03-12,M.A (C),128,453.500
2026-03-12,M.A (G),208,508.000
