Date,Plant,Production for the Day,Accumulative Production
2026-01-10,SUL,0.000," ,"
2026-01-10,KABAD,0.000,0
2026-01-10,AMG,380.500,2124.5
2026-01-10,MUTLAA,464.000,2381.5
2026-01-10,M.A (C),432.000,2236
2026-01-10,M.A (G),236.000,1858.5
