Date,Plant,Production for the Day,Accumulative Production
2026-04-11,SUL,0,0.000
2026-04-11,KABAD,0,0.000
2026-04-11,AMG,130,366.500
2026-04-11,MUTLAA,0,384.500
2026-04-11,M.A (C),0,510.500
2026-04-11,M.A (G),115,115.000
