Date,Plant,Production for the Day,Accumulative Production
2026-01-13,SUL,0.000," ,"
2026-01-13,KABAD,,80
2026-01-13,AMG,287.5,3394
2026-01-13,MUTLAA,277,3608.5
2026-01-13,M.A (C),465,3353.5
2026-01-13,M.A (G),456,3119
