Date,Plant,Production for the Day,Accumulative Production
2026-03-01,SUL,0.000,0.000
2026-03-01,KABAD,0.000,0.000
2026-03-01,AMG,202.000,202.000
2026-03-01,MUTLAA,56.500,56.500
2026-03-01,M.A (C),149.000,149.000
2026-03-01,M.A (G),126.000,126.000
