Date,Plant,Production for the Day,Accumulative Production
2025-11-04,SUL,0.0,0.0
2025-11-04,KABAD,0.0,0.0
2025-11-04,AMG,270.5,1484.5
2025-11-04,MUTLAA,320.0,1248.5
2025-11-04,M.A (C),437.0,1707.0
2025-11-04,M.A (G),282.5,1518.5
