Date,Plant,Production for the Day,Accumulative Production
2025-11-26,SUL,0.000," ,"
2025-11-26,KABAD,0.000,0
2025-11-26,AMG,378.000,8865.5
2025-11-26,MUTLAA,427.500,8975.5
2025-11-26,M.A (C),685.000,9195.5
2025-11-26,M.A (G),280.000,7341
