Date,Plant,Production for the Day,Accumulative Production
2026-04-22,SUL,0,0.000
2026-04-22,KABAD,0,0.000
2026-04-22,AMG,186,959.000
2026-04-22,MUTLAA,0,384.500
2026-04-22,M.A (C),107,1057.500
2026-04-22,M.A (G),0,171.000
