Date,Plant,Production for the Day,Accumulative Production
2025-12-04,SUL,0.000," ,"
2025-12-04,KABAD,0.000,0
2025-12-04,AMG,582.000,1572.5
2025-12-04,MUTLAA,704.000,2375
2025-12-04,M.A (C),370.000,1455.5
2025-12-04,M.A (G),285.500,1477
