Date,Plant,Production for the Day,Accumulative Production
2025-11-12,SUL,0," ,"
2025-11-12,KABAD,0,0
2025-11-12,AMG,422,3981.5
2025-11-12,MUTLAA,461,4061.5
2025-11-12,M.A (C),302,4389.5
2025-11-12,M.A (G),132,3494
