Date,Plant,Production for the Day,Accumulative Production
2025-12-22,SUL,0.000," ,"
2025-12-22,KABAD,0.000,176
2025-12-22,AMG,377.500,7178
2025-12-22,MUTLAA,583.000,8188
2025-12-22,M.A (C),682.000,7059
2025-12-22,M.A (G),281.000,5435
