Date,Plant,Production for the Day,Accumulative Production
2026-03-15,SUL,0,0.000
2026-03-15,KABAD,0,0.000
2026-03-15,AMG,2,330.000
2026-03-15,MUTLAA,134,543.000
2026-03-15,M.A (C),280,733.500
2026-03-15,M.A (G),163,671.000
