Date,Plant,Production for the Day,Accumulative Production
2025-11-11,SUL,0.000," ,"
2025-11-11,KABAD,0.000,0
2025-11-11,AMG,289,3559.5
2025-11-11,MUTLAA,284.5,3600.5
2025-11-11,M.A (C),246,4087.5
2025-11-11,M.A (G),322,3362
