Date,Plant,Production for the Day,Accumulative Production
2026-03-04,SUL,0,0.000
2026-03-04,KABAD,0,0.000
2026-03-04,AMG,0,320.000
2026-03-04,MUTLAA,30,338.000
2026-03-04,M.A (C),0,325.500
2026-03-04,M.A (G),0,276.000
