Date,Plant,Production for the Day,Accumulative Production
2026-03-02,SUL,0,0.000
2026-03-02,KABAD,0,0.000
2026-03-02,AMG,77,279.000
2026-03-02,MUTLAA,153,209.500
2026-03-02,M.A (C),48,197.000
2026-03-02,M.A (G),42,168.000
