Date,Plant,Production for the Day,Accumulative Production
2026-01-11,SUL,0.000," ,"
2026-01-11,KABAD,80.000,80
2026-01-11,AMG,586.000,2710.5
2026-01-11,MUTLAA,569.500,2951
2026-01-11,M.A (C),269.500,2497.5
2026-01-11,M.A (G),334.500,2193
