Date,Plant,Production for the Day,Accumulative Production
2025-11-06,SUL,0,0
2025-11-06,KABAD,0,0
2025-11-06,AMG,331,2348
2025-11-06,MUTLAA,371,2108
2025-11-06,M.A (C),583,2931
2025-11-06,M.A (G),520,2256.5
