Date,Plant,Production for the Day,Accumulative Production
2025-10-06,SUL,0.0,0.0
2025-10-06,KABAD,0.0,0.0
2025-10-06,AMG,404.0,2255.0
2025-10-06,MUTLAA,552.5,2179.0
2025-10-06,M.A (C),308.5,1871.5
2025-10-06,M.A (G),385.0,1815.0
