Date,Plant,Production for the Day,Accumulative Production
2026-04-19,SUL,0,0.000
2026-04-19,KABAD,0,0.000
2026-04-19,AMG,10,604.500
2026-04-19,MUTLAA,0,384.500
2026-04-19,M.A (C),112,918.500
2026-04-19,M.A (G),12,171.000
