Date,Plant,Production for the Day,Accumulative Production
2026-04-14,SUL,0.000,0.000
2026-04-14,KABAD,0.000,0.000
2026-04-14,AMG,0.000,457.500
2026-04-14,MUTLAA,0.000,384.500
2026-04-14,M.A (C),70.500,724.500
2026-04-14,M.A (G),0.000,159.000
