Date,Plant,Production for the Day,Accumulative Production
2025-11-22,SUL,0.000," ,"
2025-11-22,KABAD,0.000,0
2025-11-22,AMG,456.500,7309
2025-11-22,MUTLAA,420.000,7019
2025-11-22,M.A (C),339.000,7494
2025-11-22,M.A (G),418.000,6142
