Date,Plant,Production for the Day,Accumulative Production
2025-12-25,SUL,0.000," ,"
2025-12-25,KABAD,0.000,176
2025-12-25,AMG,591,8589.5
2025-12-25,MUTLAA,418,9608.5
2025-12-25,M.A (C),390,8111.5
2025-12-25,M.A (G),402,6606.5
