Date,Plant,Production for the Day,Accumulative Production
2026-03-10,SUL,0,0.000
2026-03-10,KABAD,0,0.000
2026-03-10,AMG,0,320.000
2026-03-10,MUTLAA,0,338.000
2026-03-10,M.A (C),0,325.500
2026-03-10,M.A (G),0,276.000
