Date,Plant,Production for the Day,Accumulative Production
2026-04-06,SUL,0.000,0.000
2026-04-06,KABAD,0.000,0.000
2026-04-06,AMG,0.000,101.000
2026-04-06,MUTLAA,13.000,141.000
2026-04-06,M.A (C),98.500,297.500
2026-04-06,M.A (G),0.000,0.000
