Date,Plant,Production for the Day,Accumulative Production
2026-03-28,SUL,0,0.000
2026-03-28,KABAD,0,0.000
2026-03-28,AMG,0,490.000
2026-03-28,MUTLAA,28,579.000
2026-03-28,M.A (C),0,796.500
2026-03-28,M.A (G),0,829.000
