Date,Plant,Production for the Day,Accumulative Production
2025-11-23,SUL,0.000," ,"
2025-11-23,KABAD,0.000,0
2025-11-23,AMG,464.000,7785
2025-11-23,MUTLAA,523.000,7542
2025-11-23,M.A (C),370.000,7864
2025-11-23,M.A (G),314.500,6456.5
