Date,Plant,Production for the Day,Accumulative Production
2026-05-12,SUL,0,0.000
2026-05-12,KABAD,0,0.000
2026-05-12,AMG,62,257.000
2026-05-12,MUTLAA,0,0.000
2026-05-12,M.A (C),82,203.000
2026-05-12,M.A (G),0,10.500
