Date,Plant,Production for the Day,Accumulative Production
2025-12-16,SUL,0.000," ,"
2025-12-16,KABAD,0.000,176
2025-12-16,AMG,502.000,5606.5
2025-12-16,MUTLAA,516.000,5913.5
2025-12-16,M.A (C),412.500,5139.5
2025-12-16,M.A (G),396.500,4026.5
