Date,Plant,Production for the Day,Accumulative Production
2026-02-21,SUL,0.000,0.000
2026-02-21,KABAD,0.000,282.000
2026-02-21,AMG,212.000,3746.500
2026-02-21,MUTLAA,259.500,3629.500
2026-02-21,M.A (C),248.000,3510.000
2026-02-21,M.A (G),207.000,2914.500
