Date,Plant,Production for the Day,Accumulative Production
2025-10-09,SUL,0,0.0
2025-10-09,KABAD,0,0.0
2025-10-09,AMG,574,3570.0
2025-10-09,MUTLAA,609,3577.5
2025-10-09,M.A (C),455,2903.0
2025-10-09,M.A (G),450.5,2657.5
