Date,Plant,Production for the Day,Accumulative Production
2026-01-25,SUL,0.000," ,"
2026-01-25,KABAD,0.000,288
2026-01-25,AMG,156.000,6482.5
2026-01-25,MUTLAA,421.000,8255.5
2026-01-25,M.A (C),341.000,7182.5
2026-01-25,M.A (G),246.500,6454.5
