Date,Plant,Production for the Day,Accumulative Production
2026-02-04,SUL,0,0.000
2026-02-04,KABAD,0,282.000
2026-02-04,AMG,194,1189.500
2026-02-04,MUTLAA,135,1323.000
2026-02-04,M.A (C),14,768.000
2026-02-04,M.A (G),35,528.500
