Date,Plant,Production for the Day,Accumulative Production
2025-12-21,SUL,0.000," ,"
2025-12-21,KABAD,0.000,176
2025-12-21,AMG,269.000,6800.5
2025-12-21,MUTLAA,453.000,7605
2025-12-21,M.A (C),398.000,6377
2025-12-21,M.A (G),363.500,5154
