Date,Plant,Production for the Day,Accumulative Production
2025-11-17,SUL,0.000," ,"
2025-11-17,KABAD,0.000,0
2025-11-17,AMG,419.000,5632.5
2025-11-17,MUTLAA,325.500,5428
2025-11-17,M.A (C),505.000,5945.5
2025-11-17,M.A (G),336.000,4901
