Date,Plant,Production for the Day,Accumulative Production
2026-02-03,SUL,0.000,0.000
2026-02-03,KABAD,282.000,282.000
2026-02-03,AMG,0.000,995.500
2026-02-03,MUTLAA,128.000,1188.000
2026-02-03,M.A (C),290.000,754.000
2026-02-03,M.A (G),132.500,493.500
