Date,Plant,Production for the Day,Accumulative Production
2026-01-28,SUL,0," ,"
2026-01-28,KABAD,0,288
2026-01-28,AMG,502,7857.5
2026-01-28,MUTLAA,259,9385
2026-01-28,M.A (C),350,8376.5
2026-01-28,M.A (G),229,7207.5
