Date,Plant,Production for the Day,Accumulative Production
2025-12-24,SUL,0.000," ,"
2025-12-24,KABAD,0.000,176
2025-12-24,AMG,418.500,7998.5
2025-12-24,MUTLAA,629.500,9190.5
2025-12-24,M.A (C),267,7721.5
2025-12-24,M.A (G),346.5,6204.5
