Date,Plant,Production for the Day,Accumulative Production
2025-10-02,SUL,0.0,0.0
2025-10-02,KABAD,0.0,0.0
2025-10-02,AMG,309.0,953.0
2025-10-02,MUTLAA,30.0,259.0
2025-10-02,M.A (C),269.5,466.5
2025-10-02,M.A (G),227.0,484.0
