Date,Plant,Production for the Day,Accumulative Production
2026-02-02,SUL,0.000,0.000
2026-02-02,KABAD,0.000,0.000
2026-02-02,AMG,280.000,995.500
2026-02-02,MUTLAA,403.500,1060.000
2026-02-02,M.A (C),248.000,464.000
2026-02-02,M.A (G),91.000,361.000
