Date,Plant,Production for the Day,Accumulative Production
2025-11-29,SUL,0.000," ,"
2025-11-29,KABAD,0.000,0
2025-11-29,AMG,328.500,9757
2025-11-29,MUTLAA,289.500,9945
2025-11-29,M.A (C),437.000,10150
2025-11-29,M.A (G),323.000,8012
