Date,Plant,Production for the Day,Accumulative Production
2025-12-11,SUL,0," ,"
2025-12-11,KABAD,38,176
2025-12-11,AMG,157,2911.5
2025-12-11,MUTLAA,120,3734
2025-12-11,M.A (C),263,3423.5
2025-12-11,M.A (G),58,2020.5
