Date,Plant,Production for the Day,Accumulative Production
2026-03-19,SUL,0,0.000
2026-03-19,KABAD,0,0.000
2026-03-19,AMG,160,490.000
2026-03-19,MUTLAA,0,543.000
2026-03-19,M.A (C),0,788.500
2026-03-19,M.A (G),0,741.000
