Date,Plant,Production for the Day,Accumulative Production
2025-11-09,SUL,0.000,0
2025-11-09,KABAD,0.000,0
2025-11-09,AMG,96.000,2840
2025-11-09,MUTLAA,575.500,2944
2025-11-09,M.A (C),287.500,3572
2025-11-09,M.A (G),206.500,2757
