Date,Plant,Production for the Day,Accumulative Production
2025-10-25,SUL,0.0,0.0
2025-10-25,KABAD,0.0,0.0
2025-10-25,AMG,488.5,9301.0
2025-10-25,MUTLAA,416.0,9584.0
2025-10-25,M.A (C),306.5,8442.5
2025-10-25,M.A (G),313.0,8685.0
