Date,Plant,Production for the Day,Accumulative Production
2025-10-12,SUL,0.0,0.0
2025-10-12,KABAD,0.0,0.0
2025-10-12,AMG,654.0,4760.5
2025-10-12,MUTLAA,484.0,4714.5
2025-10-12,M.A (C),448.5,3773.0
2025-10-12,M.A (G),416.0,3611.0
