Date,Plant,Production for the Day,Accumulative Production
2026-02-10,SUL,0.000,0.000
2026-02-10,KABAD,0.000,282.000
2026-02-10,AMG,420.000,1725.000
2026-02-10,MUTLAA,285.000,1643.000
2026-02-10,M.A (C),166.500,1281.500
2026-02-10,M.A (G),186.000,909.500
