Date,Plant,Production for the Day,Accumulative Production
2026-04-18,SUL,0,0.000
2026-04-18,KABAD,0,0.000
2026-04-18,AMG,41,594.500
2026-04-18,MUTLAA,0,384.500
2026-04-18,M.A (C),14,806.500
2026-04-18,M.A (G),0,159.000
