Date,Plant,Production for the Day,Accumulative Production
2025-11-15,SUL,0.000," ,"
2025-11-15,KABAD,0.000,0
2025-11-15,AMG,535.000,4829.5
2025-11-15,MUTLAA,421.500,4767
2025-11-15,M.A (C),287.000,5196
2025-11-15,M.A (G),328.500,4340
