Date,Plant,Production for the Day,Accumulative Production
2026-03-17,SUL,0,0.000
2026-03-17,KABAD,0,0.000
2026-03-17,AMG,0,330.000
2026-03-17,MUTLAA,0,543.000
2026-03-17,M.A (C),0,733.500
2026-03-17,M.A (G),0,671.000
