Date,Plant,Production for the Day,Accumulative Production
2025-12-31,SUL,0.000," ,"
2025-12-31,KABAD,82.000,711
2025-12-31,AMG,444.500,10183
2025-12-31,MUTLAA,530.500,11620
2025-12-31,M.A (C),628.000,10190.5
2025-12-31,M.A (G),532.500,8283
