Date,Plant,Production for the Day,Accumulative Production
2026-04-21,SUL,0,0.000
2026-04-21,KABAD,0,0.000
2026-04-21,AMG,104,773.000
2026-04-21,MUTLAA,0,384.500
2026-04-21,M.A (C),0,950.500
2026-04-21,M.A (G),0,171.000
