Date,Plant,Production for the Day,Accumulative Production
2025-12-08,SUL,0.000," ,"
2025-12-08,KABAD,40.000,64
2025-12-08,AMG,299.500,2483
2025-12-08,MUTLAA,239.500,3337
2025-12-08,M.A (C),566.500,2511
2025-12-08,M.A (G),0.000,1962.5
