Date,Plant,Production for the Day,Accumulative Production
2025-12-20,SUL,0.000," ,"
2025-12-20,KABAD,0.000,176
2025-12-20,AMG,329.000,6531.5
2025-12-20,MUTLAA,367.000,7152
2025-12-20,M.A (C),328.500,5979
2025-12-20,M.A (G),309.500,4790.5
