Date,Plant,Production for the Day,Accumulative Production
2026-03-26,SUL,0,0.000
2026-03-26,KABAD,0,0.000
2026-03-26,AMG,0,490.000
2026-03-26,MUTLAA,8,551.000
2026-03-26,M.A (C),0,796.500
2026-03-26,M.A (G),0,829.000
