Date,Plant,Production for the Day,Accumulative Production
2025-12-15,SUL,0," ,"
2025-12-15,KABAD,0,176
2025-12-15,AMG,650,5104.5
2025-12-15,MUTLAA,364,5397.5
2025-12-15,M.A (C),385,4727
2025-12-15,M.A (G),501,3630
