Date,Plant,Production for the Day,Accumulative Production
2026-02-28,SUL,0.000,0.000
2026-02-28,KABAD,0.000,282.000
2026-02-28,AMG,171.000,4479.000
2026-02-28,MUTLAA,90.000,4327.000
2026-02-28,M.A (C),74.500,4094.500
2026-02-28,M.A (G),177.000,3473.000
